,database,topic,scuSentCharIdx,documentFile,docSentCharIdx,docSpanOffsets,summarySpanOffsets
5222,2006,D0624,193,APW19980617.1094,0,"118, 220","193, 283"
5223,2006,D0624,54,APW19980617.1094,236,"409, 494","54, 191"
5224,2006,D0624,1696,APW19980617.1094,236,"409, 494","1696, 1734;1762, 1790;1819, 1852"
5225,2006,D0624,3432,APW19980617.1094,236,"409, 494","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5226,2006,D0624,4985,APW19980617.1094,236,"409, 494","4985, 5058;5104, 5128"
5227,2006,D0624,285,APW19980617.1094,236,"236, 248;356, 407","285, 347"
5228,2006,D0624,285,APW19980617.1094,740,"779, 874","285, 347"
5229,2006,D0624,1963,APW19980617.1094,236,"236, 248;356, 407","1963, 1997"
5230,2006,D0624,1963,APW19980617.1094,740,"779, 874","1963, 1997"
5231,2006,D0624,3760,APW19980617.1094,236,"236, 248;356, 407","3760, 3766;3801, 3843"
5232,2006,D0624,3760,APW19980617.1094,740,"779, 874","3760, 3766;3801, 3843"
5233,2006,D0624,5130,APW19980617.1094,236,"236, 248;356, 407","5130, 5160;5206, 5238;5308, 5341"
5234,2006,D0624,5130,APW19980617.1094,740,"779, 874","5130, 5160;5206, 5238;5308, 5341"
5235,2006,D0624,1696,APW19980701.0953,763,"921, 949;976, 984","1714, 1757"
5236,2006,D0624,5060,APW19980701.0953,763,"921, 949;976, 984","5060, 5089"
5237,2006,D0624,1696,APW19980701.0953,763,"952, 983","1770, 1786;1792, 1797"
5238,2006,D0624,941,APW19981001.0337,353,"356, 435;533, 544","941, 1088"
5240,2006,D0624,2271,APW19981001.0337,353,"356, 435;533, 544","2271, 2392"
5242,2006,D0624,1696,APW19981001.0337,353,"405, 421","1714, 1757"
5243,2006,D0624,5060,APW19981001.0337,353,"405, 421","5060, 5089"
5244,2006,D0624,54,APW19981001.0337,841,"841, 939","54, 191"
5245,2006,D0624,1696,APW19981001.0337,841,"841, 939","1696, 1734;1762, 1790;1819, 1852"
5246,2006,D0624,3432,APW19981001.0337,841,"841, 939","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5247,2006,D0624,4985,APW19981001.0337,841,"841, 939","4985, 5058;5104, 5128"
5248,2006,D0624,285,APW19981001.0337,941,"970, 1029","285, 347"
5249,2006,D0624,1963,APW19981001.0337,941,"970, 1029","1963, 1997"
5250,2006,D0624,3760,APW19981001.0337,941,"970, 1029","3760, 3766;3801, 3843"
5251,2006,D0624,5130,APW19981001.0337,941,"970, 1029","5130, 5160;5206, 5238;5308, 5341"
5252,2006,D0624,417,APW19981001.0337,1204,"1204, 1255","447, 481"
5253,2006,D0624,5423,APW19981001.0337,1204,"1204, 1255","5423, 5440;5463, 5501"
5254,2006,D0624,1215,APW19990224.0005,0,"105, 123;130, 167","1215, 1327"
5255,2006,D0624,2818,APW19990224.0005,0,"105, 123;130, 167","2818, 2893"
5256,2006,D0624,4377,APW19990224.0005,0,"105, 123;130, 167","4377, 4467"
5257,2006,D0624,1090,APW19990224.0005,437,"461, 471;499, 522;584, 597;628, 648","1090, 1213"
5258,2006,D0624,2394,APW19990224.0005,437,"461, 471;499, 522;584, 597;628, 648","2394, 2507"
5259,2006,D0624,3845,APW19990224.0005,437,"461, 471;499, 522;584, 597;628, 648","3845, 3983"
5260,2006,D0624,5658,APW19990224.0005,437,"461, 471;499, 522;584, 597;628, 648","5658, 5701"
5261,2006,D0624,285,APW19990224.0005,437,"608, 624;650, 659","285, 347"
5262,2006,D0624,1963,APW19990224.0005,437,"608, 624;650, 659","1963, 1997"
5263,2006,D0624,3760,APW19990224.0005,437,"608, 624;650, 659","3760, 3766;3801, 3843"
5264,2006,D0624,5130,APW19990224.0005,437,"608, 624;650, 659","5130, 5160;5206, 5238;5308, 5341"
5265,2006,D0624,6008,APW19990224.0005,820,"835, 845;893, 902;908, 952","6008, 6094"
5266,2006,D0624,1696,APW19990224.0005,1699,"1711, 1743","1770, 1786;1792, 1797"
5267,2006,D0624,1090,APW19990426.0231,2259,"2259, 2269;2293, 2345","1090, 1213"
5268,2006,D0624,2394,APW19990426.0231,2259,"2259, 2269;2293, 2345","2394, 2507"
5269,2006,D0624,3845,APW19990426.0231,2259,"2259, 2269;2293, 2345","3845, 3983"
5270,2006,D0624,5658,APW19990426.0231,2259,"2259, 2269;2293, 2345","5658, 5701"
5271,2006,D0624,504,APW19990426.0231,2347,"2347, 2442","509, 551"
5272,2006,D0624,1963,APW19990426.0231,2347,"2347, 2442","1999, 2030"
5273,2006,D0624,5304,APW19990426.0231,2347,"2347, 2442","5347, 5421"
5274,2006,D0624,54,APW20000322.0239,221,"221, 289","54, 191"
5275,2006,D0624,1696,APW20000322.0239,221,"221, 289","1696, 1734;1762, 1790;1819, 1852"
5276,2006,D0624,3432,APW20000322.0239,221,"221, 289","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5277,2006,D0624,4985,APW20000322.0239,221,"221, 289","4985, 5058;5104, 5128"
5278,2006,D0624,285,APW20000322.0239,221,"294, 345","285, 347"
5279,2006,D0624,1963,APW20000322.0239,221,"294, 345","1963, 1997"
5280,2006,D0624,3760,APW20000322.0239,221,"294, 345","3760, 3766;3801, 3843"
5281,2006,D0624,5130,APW20000322.0239,221,"294, 345","5130, 5160;5206, 5238;5308, 5341"
5282,2006,D0624,193,APW20000322.0239,221,"221, 258;346, 382","193, 283"
5283,2006,D0624,1090,APW20000322.0239,1493,"1493, 1576","1090, 1213"
5284,2006,D0624,2394,APW20000322.0239,1493,"1493, 1576","2394, 2507"
5285,2006,D0624,3845,APW20000322.0239,1493,"1493, 1576","3845, 3983"
5286,2006,D0624,5658,APW20000322.0239,1493,"1493, 1576","5658, 5701"
5287,2006,D0624,1215,APW20000322.0239,1493,"1588, 1666","1215, 1327"
5288,2006,D0624,2818,APW20000322.0239,1493,"1588, 1666","2818, 2893"
5289,2006,D0624,4377,APW20000322.0239,1493,"1588, 1666","4377, 4467"
5290,2006,D0624,54,APW20000629.0059,390,"484, 541","54, 191"
5291,2006,D0624,1696,APW20000629.0059,390,"484, 541","1696, 1734;1762, 1790;1819, 1852"
5292,2006,D0624,3432,APW20000629.0059,390,"484, 541","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5293,2006,D0624,4985,APW20000629.0059,390,"484, 541","4985, 5058;5104, 5128"
5294,2006,D0624,54,APW20000814.0072,1729,"1787, 1864","54, 191"
5295,2006,D0624,1696,APW20000814.0072,1729,"1787, 1864","1696, 1734;1762, 1790;1819, 1852"
5296,2006,D0624,3432,APW20000814.0072,1729,"1787, 1864","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5297,2006,D0624,4985,APW20000814.0072,1729,"1787, 1864","4985, 5058;5104, 5128"
5298,2006,D0624,285,APW20000814.0072,1729,"1860, 1921","285, 347"
5299,2006,D0624,1963,APW20000814.0072,1729,"1860, 1921","1963, 1997"
5300,2006,D0624,3760,APW20000814.0072,1729,"1860, 1921","3760, 3766;3801, 3843"
5301,2006,D0624,5130,APW20000814.0072,1729,"1860, 1921","5130, 5160;5206, 5238;5308, 5341"
5302,2006,D0624,1696,APW20000814.0072,1729,"1804, 1811;1830, 1838","1770, 1786;1792, 1797"
5303,2006,D0624,5546,NYT19990221.0128,1521,"1521, 1583","5546, 5555;5586, 5614"
5304,2006,D0624,1090,NYT19990221.0128,2930,"2930, 2940;2956, 2992;3010, 3026","1090, 1213"
5306,2006,D0624,2394,NYT19990221.0128,2930,"2930, 2940;2956, 2992;3010, 3026","2394, 2507"
5308,2006,D0624,3845,NYT19990221.0128,2930,"2930, 2940;2956, 2992;3010, 3026","3845, 3983"
5310,2006,D0624,5658,NYT19990221.0128,2930,"2930, 2940;2956, 2992;3010, 3026","5658, 5701"
5312,2006,D0624,285,NYT19990221.0128,2930,"2930, 2940;2956, 3005","285, 347"
5313,2006,D0624,1963,NYT19990221.0128,2930,"2930, 2940;2956, 3005","1963, 1997"
5314,2006,D0624,3760,NYT19990221.0128,2930,"2930, 2940;2956, 3005","3760, 3766;3801, 3843"
5315,2006,D0624,5130,NYT19990221.0128,2930,"2930, 2940;2956, 3005","5130, 5160;5206, 5238;5308, 5341"
5316,2006,D0624,850,NYT19990221.0128,3151,"3180, 3236","850, 905"
5317,2006,D0624,2895,NYT19990221.0128,3151,"3180, 3236","2895, 2943"
5318,2006,D0624,5924,NYT19990221.0128,3151,"3180, 3236","5924, 5983"
5319,2006,D0624,850,NYT19990221.0128,3151,"3210, 3232;3236, 3268","883, 939"
5320,2006,D0624,2895,NYT19990221.0128,3151,"3210, 3232;3236, 3268","2927, 2969"
5321,2006,D0624,5924,NYT19990221.0128,3151,"3210, 3232;3236, 3268","5932, 5952;5985, 6006"
5322,2006,D0624,3985,NYT19990221.0128,3151,"3356, 3420;3444, 3483","3985, 4062"
5323,2006,D0624,417,NYT19990221.0128,6305,"6305, 6351;6352, 6356;6376, 6407","447, 481"
5324,2006,D0624,5423,NYT19990221.0128,6305,"6305, 6351;6352, 6356;6376, 6407","5423, 5440;5463, 5501"
5325,2006,D0624,285,NYT19990222.0255,2092,"2140, 2168","285, 347"
5326,2006,D0624,1963,NYT19990222.0255,2092,"2140, 2168","1963, 1997"
5327,2006,D0624,3760,NYT19990222.0255,2092,"2140, 2168","3760, 3766;3801, 3843"
5328,2006,D0624,5130,NYT19990222.0255,2092,"2140, 2168","5130, 5160;5206, 5238;5308, 5341"
5329,2006,D0624,591,NYT19990222.0255,2092,"2092, 2168","596, 643"
5330,2006,D0624,2032,NYT19990222.0255,2092,"2092, 2168","2071, 2109"
5331,2006,D0624,850,NYT19990222.0255,2374,"2563, 2627","850, 905"
5332,2006,D0624,2895,NYT19990222.0255,2374,"2563, 2627","2895, 2943"
5333,2006,D0624,5924,NYT19990222.0255,2374,"2563, 2627","5924, 5983"
5334,2006,D0624,417,NYT19990222.0255,4385,"4443, 4490","447, 481"
5335,2006,D0624,5423,NYT19990222.0255,4385,"4443, 4490","5423, 5440;5463, 5501"
5336,2006,D0624,285,NYT19990224.0374,1034,"1065, 1097","285, 347"
5337,2006,D0624,285,NYT19990224.0374,4438,"4618, 4634;4660, 4669","285, 347"
5338,2006,D0624,1963,NYT19990224.0374,1034,"1065, 1097","1963, 1997"
5339,2006,D0624,1963,NYT19990224.0374,4438,"4618, 4634;4660, 4669","1963, 1997"
5340,2006,D0624,3760,NYT19990224.0374,1034,"1065, 1097","3760, 3766;3801, 3843"
5341,2006,D0624,3760,NYT19990224.0374,4438,"4618, 4634;4660, 4669","3760, 3766;3801, 3843"
5342,2006,D0624,5130,NYT19990224.0374,1034,"1065, 1097","5130, 5160;5206, 5238;5308, 5341"
5343,2006,D0624,5130,NYT19990224.0374,4438,"4618, 4634;4660, 4669","5130, 5160;5206, 5238;5308, 5341"
5344,2006,D0624,1696,NYT19990224.0374,1034,"1112, 1140;1167, 1175","1714, 1757"
5345,2006,D0624,5060,NYT19990224.0374,1034,"1112, 1140;1167, 1175","5060, 5089"
5346,2006,D0624,1696,NYT19990224.0374,1034,"1143, 1174","1770, 1786;1792, 1797"
5347,2006,D0624,1696,NYT19990224.0374,4174,"4428, 4435;4454, 4462","1770, 1786;1792, 1797"
5348,2006,D0624,1913,NYT19990224.0374,4174,"4174, 4437","1913, 1961"
5349,2006,D0624,504,NYT19990224.0374,4438,"4683, 4702;4706, 4724","509, 551"
5350,2006,D0624,1963,NYT19990224.0374,4438,"4683, 4702;4706, 4724","1999, 2030"
5351,2006,D0624,5304,NYT19990224.0374,4438,"4683, 4702;4706, 4724","5347, 5421"
5352,2006,D0624,1380,NYT19990224.0374,4438,"4438, 4451;4529, 4724","1380, 1421;1444, 1537"
5353,2006,D0624,3061,NYT19990224.0374,4438,"4438, 4451;4529, 4724","3061, 3140"
5354,2006,D0624,417,NYT19990224.0374,4438,"4438, 4451;4483, 4500","447, 481"
5355,2006,D0624,5423,NYT19990224.0374,4438,"4438, 4451;4483, 4500","5423, 5440;5463, 5501"
5356,2006,D0624,285,NYT19990226.0074,450,"471, 503","285, 347"
5357,2006,D0624,1963,NYT19990226.0074,450,"471, 503","1963, 1997"
5358,2006,D0624,3760,NYT19990226.0074,450,"471, 503","3760, 3766;3801, 3843"
5359,2006,D0624,5130,NYT19990226.0074,450,"471, 503","5130, 5160;5206, 5238;5308, 5341"
5360,2006,D0624,504,NYT19990226.0074,450,"483, 489;509, 547","509, 551"
5361,2006,D0624,1963,NYT19990226.0074,450,"483, 489;509, 547","1999, 2030"
5362,2006,D0624,5304,NYT19990226.0074,450,"483, 489;509, 547","5347, 5421"
5363,2006,D0624,5546,NYT19990226.0074,450,"471, 503;548, 618","5560, 5603;5616, 5656"
5364,2006,D0624,5546,NYT19990226.0074,450,"450, 466;548, 618","5546, 5555;5586, 5603;5616, 5656"
5365,2006,D0624,3985,NYT19990226.0074,3866,"3892, 3966","3985, 4062"
5366,2006,D0624,3432,NYT19990311.0048,1524,"1532, 1540;1558, 1577","3432, 3461"
5367,2006,D0624,1696,NYT19990311.0048,1524,"1532, 1540;1558, 1577","1770, 1786;1799, 1818"
5368,2006,D0624,754,XIE19980701.0203,612,"629, 684;697, 736","754, 766;799, 848"
5369,2006,D0624,754,XIE19980701.0203,846,"861, 883;998, 1076","754, 766;799, 848"
5370,2006,D0624,2186,XIE19980701.0203,612,"629, 684;697, 736","2186, 2237"
5371,2006,D0624,2186,XIE19980701.0203,846,"861, 883;998, 1076","2186, 2237"
5372,2006,D0624,2186,XIE19980701.0203,846,"849, 871;902, 928","2186, 2194;2243, 2269"
5373,2006,D0624,6008,XIE19990225.0299,62,"62, 209","6008, 6094"
5374,2006,D0624,1696,XIE19990225.0299,62,"177, 208","1770, 1786;1792, 1797"
5375,2006,D0624,1090,XIE19990225.0299,357,"357, 367;433, 485","1090, 1213"
5376,2006,D0624,2394,XIE19990225.0299,357,"357, 367;433, 485","2394, 2507"
5377,2006,D0624,3845,XIE19990225.0299,357,"357, 367;433, 485","3845, 3983"
5378,2006,D0624,5658,XIE19990225.0299,357,"357, 367;433, 485","5658, 5701"
5379,2006,D0624,1696,XIE19990225.0299,357,"373, 390","1714, 1757"
5380,2006,D0624,5060,XIE19990225.0299,357,"373, 390","5060, 5089"
5381,2006,D0624,1696,XIE19990227.0012,195,"391, 408","1714, 1757"
5382,2006,D0624,5060,XIE19990227.0012,195,"391, 408","5060, 5089"
5383,2006,D0624,1090,XIE19990302.0306,0,"27, 157","1090, 1213"
5384,2006,D0624,1090,XIE19990302.0306,794,"794, 873","1090, 1213"
5385,2006,D0624,2394,XIE19990302.0306,0,"27, 157","2394, 2507"
5386,2006,D0624,2394,XIE19990302.0306,794,"794, 873","2394, 2507"
5387,2006,D0624,3845,XIE19990302.0306,0,"27, 157","3845, 3983"
5388,2006,D0624,3845,XIE19990302.0306,794,"794, 873","3845, 3983"
5389,2006,D0624,5658,XIE19990302.0306,0,"27, 157","5658, 5701"
5390,2006,D0624,5658,XIE19990302.0306,794,"794, 873","5658, 5701"
5391,2006,D0624,285,XIE19990302.0306,170,"298, 330","285, 347"
5392,2006,D0624,1963,XIE19990302.0306,170,"298, 330","1963, 1997"
5393,2006,D0624,3760,XIE19990302.0306,170,"298, 330","3760, 3766;3801, 3843"
5394,2006,D0624,5130,XIE19990302.0306,170,"298, 330","5130, 5160;5206, 5238;5308, 5341"
5395,2006,D0624,1696,XIE19990302.0306,170,"343, 374","1770, 1786;1792, 1797"
5396,2006,D0624,2509,XIE19990302.0306,376,"544, 599","2509, 2593"
5397,2006,D0624,1215,XIE19990302.0306,615,"646, 693","1215, 1378"
5398,2006,D0624,54,XIE19990302.0306,794,"930, 1000","54, 191"
5399,2006,D0624,1696,XIE19990302.0306,794,"930, 1000","1696, 1734;1762, 1790;1819, 1852"
5400,2006,D0624,3432,XIE19990302.0306,794,"930, 1000","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5401,2006,D0624,4985,XIE19990302.0306,794,"930, 1000","4985, 5058;5104, 5128"
5402,2006,D0624,1215,XIE19990302.0306,1042,"1071, 1177","1215, 1327"
5403,2006,D0624,2818,XIE19990302.0306,1042,"1071, 1177","2818, 2893"
5404,2006,D0624,4377,XIE19990302.0306,1042,"1071, 1177","4377, 4467"
5405,2006,D0624,1696,XIE19990324.0305,63,"156, 187","1770, 1786;1792, 1797"
5406,2006,D0624,6008,XIE19990324.0305,189,"278, 339","6008, 6094"
5407,2006,D0624,54,XIE19990324.0305,342,"438, 508","54, 191"
5408,2006,D0624,1696,XIE19990324.0305,342,"438, 508","1696, 1734;1762, 1790;1819, 1852"
5409,2006,D0624,3432,XIE19990324.0305,342,"438, 508","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5410,2006,D0624,4985,XIE19990324.0305,342,"438, 508","4985, 5058;5104, 5128"
5411,2006,D0624,1696,XIE19990414.0086,492,"525, 545;572, 588","1714, 1757"
5412,2006,D0624,5060,XIE19990414.0086,492,"525, 545;572, 588","5060, 5089"
5413,2006,D0624,2509,XIE19990414.0086,492,"492, 528;536, 545;572, 608","2509, 2593"
5414,2006,D0624,54,XIE19990420.0040,427,"427, 555","54, 191"
5415,2006,D0624,1696,XIE19990420.0040,427,"427, 555","1696, 1734;1762, 1790;1819, 1852"
5416,2006,D0624,3432,XIE19990420.0040,427,"427, 555","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5417,2006,D0624,4985,XIE19990420.0040,427,"427, 555","4985, 5058;5104, 5128"
5418,2006,D0624,1696,XIE19990420.0040,427,"534, 541;560, 568","1770, 1786;1792, 1797"
5419,2006,D0624,1380,XIE19990422.0410,0,"29, 43;80, 107;121, 161","1380, 1439;1498, 1537"
5420,2006,D0624,1380,XIE19990422.0410,577,"709, 755","1380, 1439;1498, 1537"
5421,2006,D0624,2971,XIE19990422.0410,0,"29, 43;80, 107;121, 161","2971, 3059"
5422,2006,D0624,2971,XIE19990422.0410,577,"709, 755","2971, 3059"
5423,2006,D0624,1696,XIE19990422.0410,0,"57, 88","1770, 1786;1792, 1797"
5424,2006,D0624,591,XIE19990422.0410,577,"577, 598;640, 687","596, 643"
5425,2006,D0624,2032,XIE19990422.0410,577,"577, 598;640, 687","2071, 2109"
5426,2006,D0624,193,XIE19990610.0042,145,"212, 296","193, 283"
5427,2006,D0624,54,XIE19990610.0042,298,"298, 372","54, 191"
5428,2006,D0624,1696,XIE19990610.0042,298,"298, 372","1696, 1734;1762, 1790;1819, 1852"
5429,2006,D0624,3432,XIE19990610.0042,298,"298, 372","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5430,2006,D0624,4985,XIE19990610.0042,298,"298, 372","4985, 5058;5104, 5128"
5431,2006,D0624,1696,XIE19990610.0042,298,"335, 350","1714, 1757"
5432,2006,D0624,5060,XIE19990610.0042,298,"335, 350","5060, 5089"
5433,2006,D0624,1215,XIE19990610.0042,658,"754, 817","1215, 1378"
5434,2006,D0624,2509,XIE19990610.0042,658,"658, 743","2520, 2535;2595, 2602;2663, 2734"
5435,2006,D0624,1090,XIE19990708.0054,219,"303, 342","1090, 1213"
5436,2006,D0624,2394,XIE19990708.0054,219,"303, 342","2394, 2507"
5437,2006,D0624,3845,XIE19990708.0054,219,"303, 342","3845, 3983"
5438,2006,D0624,5658,XIE19990708.0054,219,"303, 342","5658, 5701"
5439,2006,D0624,285,XIE19990708.0054,219,"353, 385","285, 347"
5440,2006,D0624,1963,XIE19990708.0054,219,"353, 385","1963, 1997"
5441,2006,D0624,3760,XIE19990708.0054,219,"353, 385","3760, 3766;3801, 3843"
5442,2006,D0624,5130,XIE19990708.0054,219,"353, 385","5130, 5160;5206, 5238;5308, 5341"
5443,2006,D0624,1696,XIE20000322.0316,1572,"1667, 1687;1714, 1730","1714, 1757"
5444,2006,D0624,5060,XIE20000322.0316,1572,"1667, 1687;1714, 1730","5060, 5089"
5445,2006,D0624,1696,XIE20000322.0316,1572,"1713, 1744","1770, 1786;1792, 1797"
5446,2006,D0624,5822,XIE20000322.0316,1572,"1642, 1683;1703, 1712;1736, 1744","5822, 5875"
5447,2006,D0624,3267,XIE20000907.0311,0,"32, 51;61, 83;91, 139;141, 153;182, 198","3267, 3379"
5448,2006,D0624,3267,XIE20000907.0311,200,"200, 257;319, 379","3267, 3379"
5449,2006,D0624,4716,XIE20000907.0311,0,"32, 51;61, 83;91, 139;141, 153;182, 198","4716, 4807;4843, 4863"
5450,2006,D0624,4716,XIE20000907.0311,200,"200, 257;319, 379","4716, 4807;4843, 4863"
5451,2006,D0624,6374,XIE20000907.0311,0,"32, 51;61, 83;91, 139;141, 153;182, 198","6374, 6490"
5452,2006,D0624,6374,XIE20000907.0311,200,"200, 257;319, 379","6374, 6490"
5453,2006,D0624,1696,XIE20000907.0311,0,"167, 198","1770, 1786;1792, 1797"
5454,2006,D0624,4716,XIE20000907.0311,589,"589, 700","4795, 4841"
5455,2006,D0624,4716,XIE20000907.0311,702,"702, 709;792, 828","4795, 4841"
5456,2006,D0624,54,XIE20000907.0311,702,"702, 709;753, 790","54, 191"
5457,2006,D0624,1696,XIE20000907.0311,702,"702, 709;753, 790","1696, 1734;1762, 1790;1819, 1852"
5458,2006,D0624,3432,XIE20000907.0311,702,"702, 709;753, 790","3432, 3448;3462, 3473;3509, 3564;3573, 3602"
5459,2006,D0624,4985,XIE20000907.0311,702,"702, 709;753, 790","4985, 5058;5104, 5128"
5460,2006,D0624,1696,XIE20000907.0311,702,"702, 709;753, 776","1714, 1757"
5461,2006,D0624,5060,XIE20000907.0311,702,"702, 709;753, 776","5060, 5089"
5462,2006,D0624,3432,XIE20000907.0311,702,"702, 709;715, 744","3432, 3461"
5463,2006,D0624,1696,XIE20000907.0311,702,"702, 709;715, 744","1770, 1786;1799, 1818"
5464,2006,D0624,4865,XIE20000907.0311,884,"884, 948","4865, 4932"
5465,2006,D0624,4865,XIE20000907.0311,1024,"1024, 1139","4865, 4932"
5466,2006,D0627,1115,APW19980627.0401,0,"131, 172","1165, 1198"
5468,2006,D0627,1115,APW19980627.0401,0,"14, 126","1115, 1164"
5469,2006,D0627,2042,APW19980627.0401,0,"14, 126","2042, 2048;2107, 2193"
5470,2006,D0627,2402,APW19980627.0401,0,"54, 126","2402, 2477"
5471,2006,D0627,2402,APW19980627.0401,900,"900, 1040","2402, 2477"
5472,2006,D0627,4222,APW19980724.0883,106,"106, 226","4222, 4269"
5473,2006,D0627,5072,APW19980724.0883,106,"106, 226","5072, 5131"
5474,2006,D0627,1395,APW19981104.0589,0,"40, 152","1395, 1485"
5475,2006,D0627,2587,APW19981104.0589,0,"40, 152","2643, 2784"
5476,2006,D0627,915,APW19981104.0589,0,"0, 152","915, 966"
5477,2006,D0627,2042,APW19981104.0589,0,"0, 152","2053, 2058;2107, 2193"
5478,2006,D0627,915,APW19981104.0589,0,"15, 50","915, 937;970, 1062"
5479,2006,D0627,915,APW19981104.0589,456,"548, 687","915, 937;970, 1062"
5480,2006,D0627,54,APW19981104.0589,722,"842, 857","1064, 1113"
5481,2006,D0627,4222,APW19981104.0589,859,"859, 1002","4222, 4269"
5483,2006,D0627,5072,APW19981104.0589,859,"859, 1002","5072, 5131"
5485,2006,D0627,5133,APW19981104.0589,859,"859, 1002","5133, 5181"
5487,2006,D0627,2042,APW19981104.0589,859,"859, 1002","2042, 2105"
5489,2006,D0627,191,APW20000718.0074,0,"0, 191","219, 265"
5490,2006,D0627,1751,APW20000718.0074,0,"0, 191","1751, 1826"
5491,2006,D0627,3638,APW20000718.0074,0,"0, 191","3638, 3683"
5492,2006,D0627,5133,APW20000718.0074,1610,"1614, 1684","5133, 5181"
5494,2006,D0627,2042,APW20000718.0074,1610,"1614, 1684","2042, 2105"
5496,2006,D0627,5644,APW20000718.0074,1701,"1716, 1784","5644, 5744"
5497,2006,D0627,191,APW20000727.0108,0,"18, 124","219, 265"
5498,2006,D0627,1751,APW20000727.0108,0,"18, 124","1751, 1826"
5499,2006,D0627,3638,APW20000727.0108,0,"18, 124","3638, 3683"
5500,2006,D0627,1751,APW20000727.0108,139,"160, 270","1785, 2040"
5501,2006,D0627,1751,APW20000727.0108,752,"773, 968","1785, 2040"
5502,2006,D0627,3493,APW20000727.0108,139,"160, 270","3493, 3636"
5503,2006,D0627,3493,APW20000727.0108,752,"773, 968","3493, 3636"
5504,2006,D0627,5644,APW20000727.0108,1375,"1390, 1458","5644, 5744"
5505,2006,D0627,602,NYT19981026.0272,2564,"2769, 2793","602, 636"
5506,2006,D0627,4535,NYT19981026.0272,2564,"2769, 2793","4535, 4580"
5507,2006,D0627,54,NYT19981026.0272,2564,"2662, 2714","508, 545"
5508,2006,D0627,4222,NYT19981026.0272,2564,"2662, 2714","4313, 4378"
5509,2006,D0627,4447,NYT19981026.0272,2564,"2594, 2630","4447, 4477"
5510,2006,D0627,4447,NYT19981026.0272,3411,"3411, 3446","4447, 4477"
5511,2006,D0627,4447,NYT19981026.0272,4311,"4311, 4406","4447, 4477"
5512,2006,D0627,4222,NYT19981026.0272,4038,"4066, 4114","4222, 4269"
5513,2006,D0627,5072,NYT19981026.0272,4038,"4066, 4114","5072, 5131"
5514,2006,D0627,4447,NYT19981026.0272,4311,"4311, 4406","4478, 4533"
5515,2006,D0627,3160,NYT19981026.0272,5266,"5317, 5469","3240, 3270"
5516,2006,D0627,6093,NYT19981026.0272,5266,"5317, 5469","6179, 6249"
5517,2006,D0627,267,NYT19981026.0272,5266,"5317, 5469","267, 321;331, 347"
5518,2006,D0627,4582,NYT19981026.0272,6318,"6322, 6419","4582, 4675"
5519,2006,D0627,54,NYT19981110.0218,5027,"5141, 5231","1064, 1113"
5520,2006,D0627,4222,NYT19981110.0218,5849,"5849, 5894","4222, 4269"
5521,2006,D0627,5072,NYT19981110.0218,5849,"5849, 5894","5072, 5131"
5522,2006,D0627,4222,NYT19981110.0250,5335,"5408, 5453","4222, 4269"
5523,2006,D0627,5072,NYT19981110.0250,5335,"5408, 5453","5072, 5131"
5524,2006,D0627,2786,NYT19981110.0250,14542,"14670, 14726","2792, 2844"
5525,2006,D0627,4380,NYT19981110.0250,14542,"14670, 14726","4380, 4445"
5526,2006,D0627,366,NYT19981110.0250,14542,"14670, 14726","366, 430"
5527,2006,D0627,6617,NYT19990908.0098,4545,"4545, 4824","6617, 6754"
5528,2006,D0627,4118,NYT19990911.0194,3193,"3347, 3436","4118, 4220"
5529,2006,D0627,6267,NYT19990911.0194,3193,"3347, 3436","6267, 6347"
5530,2006,D0627,1115,NYT20000502.0109,598,"727, 816","1115, 1164"
5531,2006,D0627,2042,NYT20000502.0109,598,"727, 816","2042, 2048;2107, 2193"
5532,2006,D0627,2402,NYT20000502.0109,598,"727, 816","2402, 2477"
5533,2006,D0627,1254,NYT20000502.0109,887,"901, 909;949, 1014","1254, 1290;1312, 1334"
5534,2006,D0627,3845,NYT20000502.0109,887,"901, 909;949, 1014","3845, 3931"
5535,2006,D0627,1254,NYT20000502.0109,887,"1020, 1079","1254, 1268;1274, 1309"
5536,2006,D0627,2479,NYT20000502.0109,1662,"1662, 1912","2479, 2585"
5537,2006,D0627,1563,NYT20000502.0109,1662,"1677, 1762","1563, 1613"
5538,2006,D0627,1751,NYT20000515.0223,0,"144, 301","1785, 2040"
5539,2006,D0627,1751,NYT20000515.0223,4793,"4793, 5176","1785, 2040"
5540,2006,D0627,3493,NYT20000515.0223,0,"144, 301","3493, 3636"
5541,2006,D0627,3493,NYT20000515.0223,4793,"4793, 5176","3493, 3636"
5542,2006,D0627,3638,NYT20000515.0223,1175,"1313, 1432","3685, 3843"
5543,2006,D0627,4222,NYT20000515.0223,1430,"1471, 1597","4222, 4269"
5544,2006,D0627,5072,NYT20000515.0223,1430,"1471, 1597","5072, 5131"
5545,2006,D0627,191,NYT20000718.0312,0,"0, 237","219, 265"
