,database,topic,scuSentCharIdx,documentFile,docSentCharIdx,docSpanOieOffsets,docSpanOffsets,summarySpanOieOffsets,summarySpanOffsets
2212,2005,d407,112,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","112, 216","112, 149;172, 215"
2213,2005,d407,6469,LA022689-0070,1746,"1746, 1798","1746, 1797","6542, 6570","6469, 6478;6542, 6583"
2214,2005,d407,6469,LA022689-0070,3108,"3108, 3185","3108, 3237","6542, 6570","6469, 6478;6542, 6583"
2215,2005,d407,6469,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","6542, 6570","6469, 6478;6542, 6583"
2216,2005,d407,10004,LA022689-0070,1746,"1746, 1798","1746, 1797","10004, 10025;10027, 10120","10004, 10036;10048, 10071"
2217,2005,d407,10004,LA022689-0070,3108,"3108, 3185","3108, 3237","10004, 10025;10027, 10120","10004, 10036;10048, 10071"
2218,2005,d407,10004,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","10004, 10025;10027, 10120","10004, 10036;10048, 10071"
2219,2005,d407,1794,LA022689-0070,1746,"1746, 1798","1746, 1797","1794, 1891","1803, 1815;1833, 1863"
2220,2005,d407,1794,LA022689-0070,3108,"3108, 3185","3108, 3237","1794, 1891","1803, 1815;1833, 1863"
2221,2005,d407,1794,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","1794, 1891","1803, 1815;1833, 1863"
2222,2005,d407,3557,LA022689-0070,1746,"1746, 1798","1746, 1797","3557, 3656","3557, 3593;3606, 3631"
2223,2005,d407,3557,LA022689-0070,3108,"3108, 3185","3108, 3237","3557, 3656","3557, 3593;3606, 3631"
2224,2005,d407,3557,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","3557, 3656","3557, 3593;3606, 3631"
2225,2005,d407,1892,LA022689-0070,3108,"3108, 3185","3108, 3237","1892, 1977","1892, 1936"
2226,2005,d407,1892,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","1892, 1977","1892, 1936"
2227,2005,d407,6800,LA022689-0070,3108,"3108, 3185","3108, 3237","6800, 6822;6824, 6876","6800, 6875"
2228,2005,d407,6800,LA022689-0070,3108,"3108, 3116;3153, 3208","3108, 3237","6800, 6822;6824, 6876","6800, 6875"
2229,2005,d407,10227,LA042290-0101,2561,"2561, 2649","2561, 2648","10268, 10288;10290, 10319;10339, 10356","10263, 10301"
2230,2005,d407,3240,LA042290-0101,2561,"2561, 2649","2561, 2648","3240, 3258;3260, 3321","3240, 3297"
2231,2005,d407,4268,LA042290-0101,2561,"2561, 2649","2561, 2648","4311, 4322;4329, 4371","4323, 4348"
2232,2005,d407,3428,LA050889-0063,1353,"1353, 1433;1435, 1529","1353, 1528","3428, 3488","3462, 3488"
2233,2005,d407,6414,LA050889-0063,1353,"1353, 1433;1435, 1529","1353, 1528","6414, 6468","6451, 6467"
2234,2005,d407,6469,LA050889-0063,5331,"5393, 5464","5416, 5459","6469, 6478;6485, 6540","6479, 6540"
2235,2005,d407,2656,LA062490-0004,5055,"5059, 5068;5087, 5130","5055, 5161","2700, 2708;2713, 2774","2709, 2743"
2236,2005,d407,2656,LA062490-0004,5055,"5122, 5165","5055, 5161","2700, 2708;2713, 2774","2709, 2743"
2241,2005,d407,325,LA062490-0004,5055,"5059, 5068;5087, 5130","5055, 5161","325, 334;336, 408","366, 391"
2242,2005,d407,325,LA062490-0004,5055,"5122, 5165","5055, 5161","325, 334;336, 408","366, 391"
2247,2005,d407,3113,LA062989-0013,3910,"3910, 3998","3949, 3998","3176, 3180;3207, 3239","3181, 3238"
2248,2005,d407,1892,LA071889-0158,302,"302, 327;333, 380","302, 513","1892, 1977","1892, 1936"
2249,2005,d407,1892,LA071889-0158,302,"302, 327;382, 418","302, 513","1892, 1977","1892, 1936"
2250,2005,d407,1892,LA071889-0158,302,"401, 472","302, 513","1892, 1977","1892, 1936"
2251,2005,d407,1892,LA071889-0158,514,"578, 592;597, 673","593, 672","1892, 1977","1892, 1936"
2252,2005,d407,6800,LA071889-0158,302,"302, 327;333, 380","302, 513","6800, 6822;6824, 6876","6800, 6875"
2253,2005,d407,6800,LA071889-0158,302,"302, 327;382, 418","302, 513","6800, 6822;6824, 6876","6800, 6875"
2254,2005,d407,6800,LA071889-0158,302,"401, 472","302, 513","6800, 6822;6824, 6876","6800, 6875"
2255,2005,d407,6800,LA071889-0158,514,"578, 592;597, 673","593, 672","6800, 6822;6824, 6876","6800, 6875"
2256,2005,d407,1892,LA082090-0058,1043,"1110, 1196","1112, 1196","1892, 1977","1892, 1936"
2258,2005,d407,6800,LA082090-0058,1043,"1110, 1196","1112, 1196","6800, 6822;6824, 6876","6800, 6875"
2260,2005,d407,217,LA100789-0152,2883,"2883, 3057","2989, 3056","217, 226;233, 267","217, 251;268, 323"
2261,2005,d407,217,LA100789-0152,2883,"2910, 3020;3022, 3057","2989, 3056","217, 226;233, 267","217, 251;268, 323"
2262,2005,d407,217,LA100789-0152,2883,"2883, 3057","2989, 3056","217, 324","217, 251;268, 323"
2263,2005,d407,217,LA100789-0152,2883,"2910, 3020;3022, 3057","2989, 3056","217, 324","217, 251;268, 323"
2264,2005,d407,1794,LA100789-0152,2883,"2883, 3057","2989, 3056","1794, 1832","1816, 1832"
2265,2005,d407,1794,LA100789-0152,2883,"2910, 3020;3022, 3057","2989, 3056","1794, 1832","1816, 1832"
2266,2005,d407,6469,LA100789-0152,2883,"2883, 3057","2989, 3056","6571, 6600","6584, 6594"
2267,2005,d407,6469,LA100789-0152,2883,"2910, 3020;3022, 3057","2989, 3056","6571, 6600","6584, 6594"
2268,2005,d407,3657,LA100789-0152,2883,"2883, 3057","2989, 3056","3657, 3717","3675, 3716"
2269,2005,d407,3657,LA100789-0152,2883,"2910, 3020;3022, 3057","2989, 3056","3657, 3717","3675, 3716"
2270,2005,d407,5692,LA100789-0152,2883,"2883, 3057","2989, 3056","5692, 5748","5692, 5701;5721, 5747"
2271,2005,d407,5692,LA100789-0152,2883,"2910, 3020;3022, 3057","2989, 3056","5692, 5748","5692, 5701;5721, 5747"
2272,2005,d413,9924,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","9924, 9999","9962, 9999"
2273,2005,d413,8207,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","8207, 8249;8251, 8323","8251, 8323"
2274,2005,d413,6563,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","6563, 6566;6693, 6714","6686, 6703"
2275,2005,d413,3426,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","3426, 3440;3442, 3447;3473, 3554","3517, 3553"
2276,2005,d413,1790,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","1790, 1865","1790, 1822;1829, 1865"
2277,2005,d413,118,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","118, 239","118, 143;150, 180"
2278,2005,d413,118,FT921-10554,3913,"3973, 3996;4004, 4131","3998, 4048","118, 120;133, 195","118, 143;150, 180"
2279,2005,d413,312,FT921-10554,3913,"3913, 3996","3952, 3996","312, 384","312, 353"
2280,2005,d413,312,FT921-10554,3913,"4133, 4158","4133, 4158","312, 384","354, 383"
2281,2005,d413,5844,FT921-10554,4201,"4237, 4270;4278, 4329","4305, 4329","5844, 5885;5892, 5946","5887, 5945"
2282,2005,d413,9924,FT921-9880,4280,"4280, 4318","4280, 4358","9924, 9999","9962, 9999"
2283,2005,d413,9924,FT921-9880,4280,"4296, 4349","4280, 4358","9924, 9999","9962, 9999"
2284,2005,d413,8207,FT921-9880,4280,"4280, 4318","4280, 4358","8207, 8249;8251, 8323","8251, 8323"
2285,2005,d413,8207,FT921-9880,4280,"4296, 4349","4280, 4358","8207, 8249;8251, 8323","8251, 8323"
2286,2005,d413,6563,FT921-9880,4280,"4280, 4318","4280, 4358","6563, 6566;6693, 6714","6686, 6703"
2287,2005,d413,6563,FT921-9880,4280,"4296, 4349","4280, 4358","6563, 6566;6693, 6714","6686, 6703"
2288,2005,d413,3426,FT921-9880,4280,"4280, 4318","4280, 4358","3426, 3440;3442, 3447;3473, 3554","3517, 3553"
2289,2005,d413,3426,FT921-9880,4280,"4296, 4349","4280, 4358","3426, 3440;3442, 3447;3473, 3554","3517, 3553"
2290,2005,d413,1790,FT921-9880,4280,"4280, 4318","4280, 4358","1790, 1865","1790, 1822;1829, 1865"
2291,2005,d413,1790,FT921-9880,4280,"4296, 4349","4280, 4358","1790, 1865","1790, 1822;1829, 1865"
2292,2005,d413,118,FT921-9880,4280,"4280, 4318","4280, 4358","118, 239","118, 143;150, 180"
2293,2005,d413,118,FT921-9880,4280,"4296, 4349","4280, 4358","118, 239","118, 143;150, 180"
2294,2005,d413,118,FT921-9880,4280,"4280, 4318","4280, 4358","118, 120;133, 195","118, 143;150, 180"
2295,2005,d413,118,FT921-9880,4280,"4296, 4349","4280, 4358","118, 120;133, 195","118, 143;150, 180"
2296,2005,d413,1790,FT921-9880,4280,"4280, 4290;4360, 4420","4360, 4419","1790, 1800;1867, 1964","1867, 1916"
2297,2005,d413,6563,FT921-9880,4280,"4280, 4290;4360, 4420","4360, 4419","6696, 6714;6722, 6735","6715, 6735"
2298,2005,d413,2251,FT921-9880,4502,"4529, 4546;4550, 4604","4502, 4689","2283, 2334","2291, 2315"
2299,2005,d413,10512,FT921-9880,4502,"4529, 4546;4550, 4604","4502, 4689","10512, 10542","10518, 10527"
2300,2005,d413,10921,FT921-9880,4502,"4637, 4653;4662, 4689","4598, 4680","10921, 11032","10921, 11002"
2301,2005,d413,643,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","643, 673;682, 752","643, 680"
2302,2005,d413,3426,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","3442, 3468","3426, 3493"
2303,2005,d413,3426,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","3426, 3440;3442, 3447;3473, 3554","3426, 3493"
2304,2005,d413,4779,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","4779, 4786;4788, 4836","4788, 4836"
2305,2005,d413,7142,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","7142, 7193","7142, 7203"
2306,2005,d413,7142,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","7142, 7249","7142, 7203"
2307,2005,d413,9006,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","9006, 9042","9006, 9011;9022, 9042"
2308,2005,d413,2251,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","2283, 2334","2251, 2264;2316, 2334"
2309,2005,d413,10512,FT922-10730,2533,"2540, 2572;2615, 2638","2552, 2572","10512, 10542","10512, 10517;10528, 10541"
2310,2005,d413,6343,FT922-10730,2533,"2552, 2638","2574, 2638","6343, 6562","6490, 6561"
2311,2005,d413,6343,FT922-10730,2533,"2552, 2638","2574, 2638","6343, 6454;6490, 6562","6490, 6561"
2312,2005,d413,5765,FT922-10730,2533,"2761, 2766;2773, 2812","2758, 2811","5765, 5770;5781, 5843","5811, 5842"
2313,2005,d413,7480,FT922-11476,0,"0, 5;30, 168","0, 5;30, 167","7480, 7482;7488, 7521","7480, 7531"
2314,2005,d413,2592,FT922-11476,0,"0, 5;30, 168","0, 5;30, 167","2592, 2597;2641, 2723","2650, 2711"
2315,2005,d413,3845,FT922-11476,572,"598, 704","644, 689","3877, 3896","3845, 3890"
2316,2005,d413,6842,FT922-11827,241,"241, 246;350, 412","350, 411","6842, 6856;6945, 7011","6980, 7011"
2317,2005,d413,6842,FT922-11827,3417,"3421, 3481","3454, 3481","6842, 6856;6945, 7011","6980, 7011"
2318,2005,d413,6842,FT922-11827,241,"241, 246;350, 412","350, 411","6842, 6863;6984, 7011","6980, 7011"
2319,2005,d413,6842,FT922-11827,3417,"3421, 3481","3454, 3481","6842, 6863;6984, 7011","6980, 7011"
2320,2005,d413,3555,FT922-11827,241,"241, 246;350, 412","350, 411","3555, 3567;3687, 3732","3683, 3731"
2321,2005,d413,3555,FT922-11827,3417,"3421, 3481","3454, 3481","3555, 3567;3687, 3732","3683, 3731"
2322,2005,d413,498,FT922-11827,241,"241, 246;350, 412","350, 411","498, 546","522, 545;585, 604"
2323,2005,d413,498,FT922-11827,3417,"3421, 3481","3454, 3481","498, 546","522, 545;585, 604"
2324,2005,d413,8766,FT922-11827,241,"241, 246;350, 412","350, 411","8766, 8799","8782, 8813"
2325,2005,d413,8766,FT922-11827,3417,"3421, 3481","3454, 3481","8766, 8799","8782, 8813"
2326,2005,d413,2251,FT922-11827,241,"241, 247;254, 323","248, 278","2283, 2334","2291, 2315"
2327,2005,d413,10512,FT922-11827,241,"241, 247;254, 323","248, 278","10512, 10542","10518, 10527"
2328,2005,d413,6563,FT922-11827,241,"241, 247;254, 323","296, 348","6563, 6607;6609, 6648","6563, 6607"
2329,2005,d413,6563,FT922-11827,241,"279, 348","296, 348","6563, 6607;6609, 6648","6563, 6607"
2330,2005,d413,6563,FT922-11827,241,"241, 247;254, 323","296, 348","6563, 6607;6737, 6779","6563, 6607"
2331,2005,d413,6563,FT922-11827,241,"279, 348","296, 348","6563, 6607;6737, 6779","6563, 6607"
2332,2005,d413,6563,FT922-11827,241,"241, 247;254, 323","296, 348","6563, 6582;6785, 6808","6563, 6607"
2333,2005,d413,6563,FT922-11827,241,"279, 348","296, 348","6563, 6582;6785, 6808","6563, 6607"
2334,2005,d413,9924,FT922-11827,241,"241, 247;254, 323","296, 348","9924, 9936;10005, 10028","10001, 10027"
2335,2005,d413,9924,FT922-11827,241,"279, 348","296, 348","9924, 9936;10005, 10028","10001, 10027"
2336,2005,d413,312,FT922-11827,241,"241, 247;254, 323","268, 295","312, 384","354, 383"
2337,2005,d413,6343,FT922-11827,413,"433, 464;471, 542","463, 540","6343, 6562","6490, 6561"
2338,2005,d413,6343,FT922-11827,413,"433, 464;471, 542","463, 540","6343, 6454;6490, 6562","6490, 6561"
2339,2005,d413,7347,FT922-11827,413,"413, 464","413, 464","7354, 7384;7386, 7422","7347, 7384"
2340,2005,d413,7347,FT922-11827,413,"433, 464;471, 542","413, 464","7354, 7384;7386, 7422","7347, 7384"
2341,2005,d413,7347,FT922-11827,413,"413, 464","413, 464","7354, 7384;7424, 7468","7347, 7384"
2342,2005,d413,7347,FT922-11827,413,"433, 464;471, 542","413, 464","7354, 7384;7424, 7468","7347, 7384"
2343,2005,d413,6563,FT922-11827,3417,"3421, 3481","3417, 3453","6563, 6607;6737, 6779","6737, 6779"
2344,2005,d413,10029,FT922-11827,3417,"3421, 3481","3417, 3453","10029, 10112","10070, 10112"
2345,2005,d413,8207,FT922-11827,3417,"3421, 3481","3417, 3453","8366, 8376;8383, 8409","8366, 8376"
2346,2005,d413,5112,FT922-11827,3417,"3421, 3481","3417, 3453","5112, 5145","5112, 5167"
2347,2005,d413,1965,FT922-11827,3417,"3421, 3481","3417, 3453","1965, 1984;2021, 2066","2021, 2065"
2348,2005,d413,118,FT922-11827,3417,"3421, 3481","3417, 3453","118, 239","181, 238"
2349,2005,d413,118,FT922-11827,3417,"3421, 3481","3417, 3453","118, 120;185, 239","181, 238"
2350,2005,d413,10292,FT922-11827,3556,"3556, 3638","3556, 3607","10292, 10341","10292, 10370"
2351,2005,d413,10292,FT922-11827,3556,"3556, 3638","3556, 3607","10321, 10341;10348, 10371","10292, 10370"
2352,2005,d413,643,FT923-10837,173,"235, 352","223, 294","643, 673;682, 752","643, 680"
2353,2005,d413,3426,FT923-10837,173,"235, 352","223, 294","3442, 3468","3426, 3493"
2354,2005,d413,3426,FT923-10837,173,"235, 352","223, 294","3426, 3440;3442, 3447;3473, 3554","3426, 3493"
2355,2005,d413,4779,FT923-10837,173,"235, 352","223, 294","4779, 4786;4788, 4836","4788, 4836"
2356,2005,d413,7142,FT923-10837,173,"235, 352","223, 294","7142, 7193","7142, 7203"
2357,2005,d413,7142,FT923-10837,173,"235, 352","223, 294","7142, 7249","7142, 7203"
2358,2005,d413,9006,FT923-10837,173,"235, 352","223, 294","9006, 9042","9006, 9011;9022, 9042"
2359,2005,d413,2251,FT923-10837,173,"235, 352","223, 294","2283, 2334","2251, 2264;2316, 2334"
2360,2005,d413,10512,FT923-10837,173,"235, 352","223, 294","10512, 10542","10512, 10517;10528, 10541"
2361,2005,d413,2251,FT923-10837,3003,"3003, 3030","3003, 3030","2283, 2334","2291, 2315"
2362,2005,d413,10512,FT923-10837,3003,"3003, 3030","3003, 3030","10512, 10542","10518, 10527"
2363,2005,d413,4779,FT923-10837,173,"341, 352;359, 424","316, 398","4825, 4836;4842, 4864","4837, 4863"
2364,2005,d413,1315,FT923-10837,3003,"3032, 3134","3088, 3133","1315, 1385","1315, 1359"
2365,2005,d413,1315,FT923-10837,3003,"3032, 3134","3088, 3133","1325, 1356;1366, 1385","1315, 1359"
2366,2005,d413,8495,FT923-10837,3003,"3032, 3134","3088, 3133","8495, 8502;8549, 8577","8545, 8577"
2367,2005,d413,2983,FT923-10837,3003,"3032, 3134","3088, 3133","2983, 3019;3021, 3066","2983, 3066"
2368,2005,d413,4518,FT923-10837,3003,"3032, 3134","3088, 3133","4518, 4676","4518, 4575"
2369,2005,d413,10372,FT923-10837,3003,"3032, 3134","3088, 3133","10372, 10418","10372, 10417"
2370,2005,d413,9006,FT923-10837,6316,"6451, 6501","6435, 6500","9044, 9063","9044, 9105"
2371,2005,d413,9006,FT923-10837,6316,"6451, 6501","6435, 6500","9051, 9106","9044, 9105"
2372,2005,d413,5412,FT923-10837,6316,"6451, 6501","6435, 6500","5491, 5508;5514, 5543","5491, 5542"
2373,2005,d413,5412,FT923-10837,6316,"6316, 6433","6316, 6434","5412, 5462","5412, 5490"
2374,2005,d413,7347,FT923-9006,3999,"3999, 4067","4038, 4067","7354, 7384;7386, 7422","7386, 7431"
2375,2005,d413,6343,FT923-9006,3999,"4069, 4118;4139, 4200","4153, 4222","6343, 6562","6490, 6561"
2376,2005,d413,6343,FT923-9006,3999,"4104, 4118;4176, 4273","4153, 4222","6343, 6562","6490, 6561"
2377,2005,d413,6343,FT923-9006,3999,"4069, 4118;4139, 4200","4153, 4222","6343, 6454;6490, 6562","6490, 6561"
2378,2005,d413,6343,FT923-9006,3999,"4104, 4118;4176, 4273","4153, 4222","6343, 6454;6490, 6562","6490, 6561"
2379,2005,d413,2251,FT923-9006,3999,"4069, 4118;4139, 4200","4069, 4152","2283, 2290;2339, 2426","2335, 2374"
2380,2005,d413,7058,FT923-9006,3999,"4104, 4118;4176, 4273","4223, 4272","7058, 7141","7058, 7140"
2381,2005,d413,7058,FT923-9006,3999,"4104, 4118;4176, 4273","4223, 4272","7096, 7141","7058, 7140"
2382,2005,d413,10156,FT923-9006,4381,"4381, 4384;4430, 4434;4514, 4564","4510, 4563","10156, 10174;10265, 10291","10261, 10290"
2383,2005,d413,10156,FT923-9006,5090,"5362, 5405","5354, 5400","10156, 10174;10265, 10291","10261, 10290"
2384,2005,d413,6563,FT923-9006,4381,"4381, 4384;4430, 4434;4514, 4564","4510, 4563","6635, 6684","6631, 6684"
2385,2005,d413,6563,FT923-9006,5090,"5362, 5405","5354, 5400","6635, 6684","6631, 6684"
2386,2005,d413,3555,FT923-9006,4381,"4381, 4384;4430, 4434;4514, 4564","4510, 4563","3555, 3567;3600, 3681","3611, 3637"
2387,2005,d413,3555,FT923-9006,5090,"5362, 5405","5354, 5400","3555, 3567;3600, 3681","3611, 3637"
2388,2005,d413,547,FT923-9006,4381,"4381, 4384;4430, 4434;4514, 4564","4510, 4563","547, 642","547, 584;605, 641"
2389,2005,d413,547,FT923-9006,5090,"5362, 5405","5354, 5400","547, 642","547, 584;605, 641"
2390,2005,d413,10156,FT923-9006,4381,"4430, 4509","4450, 4509","10156, 10174;10203, 10259","10224, 10259"
2391,2005,d413,6563,FT923-9006,5090,"5270, 5302","5266, 5324","6563, 6607;6737, 6779","6737, 6779"
2392,2005,d413,6563,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","6563, 6607;6737, 6779","6737, 6779"
2393,2005,d413,6563,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","6563, 6607;6737, 6779","6737, 6779"
2394,2005,d413,10029,FT923-9006,5090,"5270, 5302","5266, 5324","10029, 10112","10070, 10112"
2395,2005,d413,10029,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","10029, 10112","10070, 10112"
2396,2005,d413,10029,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","10029, 10112","10070, 10112"
2397,2005,d413,8207,FT923-9006,5090,"5270, 5302","5266, 5324","8366, 8376;8383, 8409","8366, 8376"
2398,2005,d413,8207,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","8366, 8376;8383, 8409","8366, 8376"
2399,2005,d413,8207,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","8366, 8376;8383, 8409","8366, 8376"
2400,2005,d413,5112,FT923-9006,5090,"5270, 5302","5266, 5324","5112, 5145","5112, 5167"
2401,2005,d413,5112,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","5112, 5145","5112, 5167"
2402,2005,d413,5112,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","5112, 5145","5112, 5167"
2403,2005,d413,1965,FT923-9006,5090,"5270, 5302","5266, 5324","1965, 1984;2021, 2066","2021, 2065"
2404,2005,d413,1965,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","1965, 1984;2021, 2066","2021, 2065"
2405,2005,d413,1965,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","1965, 1984;2021, 2066","2021, 2065"
2406,2005,d413,118,FT923-9006,5090,"5270, 5302","5266, 5324","118, 239","181, 238"
2407,2005,d413,118,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","118, 239","181, 238"
2408,2005,d413,118,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","118, 239","181, 238"
2409,2005,d413,118,FT923-9006,5090,"5270, 5302","5266, 5324","118, 120;185, 239","181, 238"
2410,2005,d413,118,FT923-9006,5090,"5286, 5302;5304, 5375","5266, 5324","118, 120;185, 239","181, 238"
2411,2005,d413,118,FT923-9006,9383,"9383, 9395;9440, 9469","9449, 9469","118, 120;185, 239","181, 238"
2412,2005,d413,6563,FT923-9006,5090,"5286, 5302;5304, 5375","5326, 5353","6563, 6607;6609, 6648","6609, 6630"
2413,2005,d413,10156,FT923-9006,5090,"5286, 5302;5304, 5375","5326, 5353","10175, 10201","10175, 10201"
2414,2005,d413,498,FT923-9006,5090,"5286, 5302;5304, 5375","5326, 5353","498, 546","498, 520"
2415,2005,d413,8766,FT923-9006,5090,"5286, 5302;5304, 5375","5326, 5353","8766, 8799","8766, 8780"
2416,2005,d413,3555,FT923-9006,6015,"6110, 6131;6133, 6223","6133, 6241","3555, 3567;3600, 3681","3638, 3681"
2417,2005,d413,312,FT923-9006,6015,"6213, 6241;6243, 6311","6242, 6274","312, 384","354, 383"
2418,2005,d413,312,FT923-9006,6015,"6245, 6249;6250, 6318","6242, 6274","312, 384","354, 383"
2419,2005,d413,312,FT923-9006,6015,"6243, 6274;6299, 6318","6242, 6274","312, 384","354, 383"
2420,2005,d413,3845,FT923-9006,9179,"9275, 9382","9311, 9343","3924, 3975","3920, 3974"
2421,2005,d413,10921,FT923-9006,9179,"9275, 9382","9311, 9343","10984, 11124","11034, 11091"
2422,2005,d413,8618,FT923-9006,9179,"9275, 9382","9311, 9343","8618, 8691","8618, 8690"
2423,2005,d413,8618,FT923-9006,9179,"9275, 9382","9311, 9343","8618, 8636;8650, 8691","8618, 8690"
2424,2005,d413,3845,FT923-9006,9179,"9262, 9267;9268, 9313","9179, 9187;9243, 9310","3897, 3919","3891, 3919"
2425,2005,d413,10921,FT923-9006,9179,"9262, 9267;9268, 9313","9179, 9187;9243, 9310","10921, 11032","11003, 11032"
2426,2005,d413,5544,FT923-9006,9383,"9478, 9622","9554, 9613","5544, 5618","5544, 5650"
2427,2005,d413,5544,FT923-9006,9383,"9478, 9622","9554, 9613","5607, 5651","5544, 5650"
2428,2005,d413,3976,FT923-9006,9654,"9901, 9924;9936, 9979","9894, 9978","3998, 4055","3976, 4054"
2429,2005,d413,7250,FT923-9281,0,"0, 8;10, 51","10, 61","7250, 7277;7292, 7346","7250, 7277"
2430,2005,d413,10156,FT923-9281,610,"615, 756","666, 705","10156, 10174;10265, 10291","10261, 10290"
2431,2005,d413,6563,FT923-9281,610,"615, 756","666, 705","6635, 6684","6631, 6684"
2432,2005,d413,3555,FT923-9281,610,"615, 756","666, 705","3555, 3567;3600, 3681","3611, 3637"
2433,2005,d413,547,FT923-9281,610,"615, 756","666, 705","547, 642","547, 584;605, 641"
2434,2005,d413,6343,FT923-9281,610,"615, 756","610, 643;706, 811;863, 874","6343, 6562","6490, 6561"
2435,2005,d413,6343,FT923-9281,610,"711, 718;732, 811","610, 643;706, 811;863, 874","6343, 6562","6490, 6561"
2436,2005,d413,6343,FT923-9281,610,"711, 756;759, 841","610, 643;706, 811;863, 874","6343, 6562","6490, 6561"
2437,2005,d413,6343,FT923-9281,610,"615, 756","610, 643;706, 811;863, 874","6343, 6454;6490, 6562","6490, 6561"
2438,2005,d413,6343,FT923-9281,610,"711, 718;732, 811","610, 643;706, 811;863, 874","6343, 6454;6490, 6562","6490, 6561"
2439,2005,d413,6343,FT923-9281,610,"711, 756;759, 841","610, 643;706, 811;863, 874","6343, 6454;6490, 6562","6490, 6561"
2440,2005,d413,643,FT923-9281,610,"904, 908;909, 925","889, 924","643, 673;682, 752","682, 751"
2441,2005,d413,7347,FT923-9281,926,"996, 1058","1033, 1067","7354, 7384;7386, 7422","7386, 7431"
2442,2005,d413,7347,FT923-9281,926,"933, 970;1073, 1127","926, 970","7354, 7384;7386, 7422","7347, 7384"
2443,2005,d413,7347,FT923-9281,926,"933, 970;1073, 1127","926, 970","7354, 7384;7424, 7468","7347, 7384"
2444,2005,d413,1315,FT923-9281,1332,"1341, 1464","1332, 1423","1315, 1385","1315, 1359"
2445,2005,d413,1315,FT923-9281,1332,"1341, 1464","1332, 1423","1325, 1356;1366, 1385","1315, 1359"
2446,2005,d413,8495,FT923-9281,1332,"1341, 1464","1332, 1423","8495, 8502;8549, 8577","8545, 8577"
2447,2005,d413,2983,FT923-9281,1332,"1341, 1464","1332, 1423","2983, 3019;3021, 3066","2983, 3066"
2448,2005,d413,4518,FT923-9281,1332,"1341, 1464","1332, 1423","4518, 4676","4518, 4575"
2449,2005,d413,10372,FT923-9281,1332,"1341, 1464","1332, 1423","10372, 10418","10372, 10417"
2450,2005,d413,4056,FT924-11301,370,"558, 595","417, 431;558, 576","4056, 4097","4056, 4084"
2451,2005,d413,6211,FT924-11301,370,"558, 595","417, 431;558, 576","6211, 6221;6227, 6286","6211, 6243"
2452,2005,d413,1025,FT924-11301,370,"558, 595","417, 431;558, 576","1025, 1058","1025, 1065"
2453,2005,d413,2251,FT924-1650,2284,"2284, 2371","2284, 2370","2283, 2290;2339, 2426","2375, 2425"
2454,2005,d413,2251,FT924-1650,2284,"2284, 2289;2304, 2371","2284, 2370","2283, 2290;2339, 2426","2375, 2425"
2455,2005,d413,5765,FT924-1650,2284,"2284, 2371","2284, 2370","5765, 5770;5781, 5843","5765, 5810"
2456,2005,d413,5765,FT924-1650,2284,"2284, 2289;2304, 2371","2284, 2370","5765, 5770;5781, 5843","5765, 5810"
2457,2005,d413,6563,FT924-1650,2372,"2372, 2444","2417, 2469","6563, 6607;6609, 6648","6563, 6607"
2458,2005,d413,6563,FT924-1650,2372,"2400, 2531","2417, 2469","6563, 6607;6609, 6648","6563, 6607"
2459,2005,d413,6563,FT924-1650,2372,"2372, 2444","2417, 2469","6563, 6607;6737, 6779","6563, 6607"
